business_id,stars,star_count
00sR6me0b3BvxIUcDKLWOw,2.0,1
00sR6me0b3BvxIUcDKLWOw,5.0,4
00so-3NuawQ98XKLPMVFLg,1.0,1
00so-3NuawQ98XKLPMVFLg,2.0,2
00so-3NuawQ98XKLPMVFLg,3.0,2
01Gav7vnilRwSVm3WwkAtA,3.0,3
01Gav7vnilRwSVm3WwkAtA,4.0,3
01Gav7vnilRwSVm3WwkAtA,5.0,1
01cFftHZc98jNJfJrLEJ5g,1.0,11
01cFftHZc98jNJfJrLEJ5g,2.0,9
01cFftHZc98jNJfJrLEJ5g,3.0,9
01cFftHZc98jNJfJrLEJ5g,4.0,17
01cFftHZc98jNJfJrLEJ5g,5.0,109
01xTdrNUuTOAyH7NaRWcUA,1.0,71
01xTdrNUuTOAyH7NaRWcUA,2.0,37
01xTdrNUuTOAyH7NaRWcUA,3.0,49
01xTdrNUuTOAyH7NaRWcUA,4.0,55
01xTdrNUuTOAyH7NaRWcUA,5.0,123
01xXe2m_z048W5gcBFpoJA,1.0,10
01xXe2m_z048W5gcBFpoJA,2.0,11
01xXe2m_z048W5gcBFpoJA,3.0,15
01xXe2m_z048W5gcBFpoJA,4.0,22
01xXe2m_z048W5gcBFpoJA,5.0,20
024QUHVU7nlyW5y2BeeGLg,1.0,31
024QUHVU7nlyW5y2BeeGLg,2.0,35
024QUHVU7nlyW5y2BeeGLg,3.0,36
024QUHVU7nlyW5y2BeeGLg,4.0,78
024QUHVU7nlyW5y2BeeGLg,5.0,95
027RqMRWhGy5NUsxEl5rfQ,1.0,4
027RqMRWhGy5NUsxEl5rfQ,2.0,2
027RqMRWhGy5NUsxEl5rfQ,4.0,4
027RqMRWhGy5NUsxEl5rfQ,5.0,1
02EYqwh47uVxOaOKrnx8SQ,1.0,40
02EYqwh47uVxOaOKrnx8SQ,2.0,27
02EYqwh47uVxOaOKrnx8SQ,3.0,41
02EYqwh47uVxOaOKrnx8SQ,4.0,99
02EYqwh47uVxOaOKrnx8SQ,5.0,98
02GctEso08hyhQpkqOftsw,1.0,7
02GctEso08hyhQpkqOftsw,2.0,3
02GctEso08hyhQpkqOftsw,3.0,6
02GctEso08hyhQpkqOftsw,4.0,12
02GctEso08hyhQpkqOftsw,5.0,21
02d6s2cnDKLllR4f3ykPug,1.0,15
02d6s2cnDKLllR4f3ykPug,2.0,10
02d6s2cnDKLllR4f3ykPug,3.0,9
02d6s2cnDKLllR4f3ykPug,4.0,18
02d6s2cnDKLllR4f3ykPug,5.0,17
02eESJZNF3qigrJ3GNRgIQ,3.0,1
02eESJZNF3qigrJ3GNRgIQ,4.0,5
02eESJZNF3qigrJ3GNRgIQ,5.0,14
02hhtAO83rZBU1hflleElA,1.0,1
02hhtAO83rZBU1hflleElA,2.0,2
02hhtAO83rZBU1hflleElA,4.0,6
02hhtAO83rZBU1hflleElA,5.0,95
02ooNKJDjsE50KfmL0Rqdw,1.0,11
02ooNKJDjsE50KfmL0Rqdw,2.0,2
02ooNKJDjsE50KfmL0Rqdw,3.0,2
02ooNKJDjsE50KfmL0Rqdw,4.0,2
02ooNKJDjsE50KfmL0Rqdw,5.0,3
02zH3RnRvBWfMoBUqtzfsg,1.0,1
02zH3RnRvBWfMoBUqtzfsg,2.0,1
02zH3RnRvBWfMoBUqtzfsg,3.0,2
02zH3RnRvBWfMoBUqtzfsg,4.0,4
036SeqOKaKx89Liw5RDKqA,1.0,4
036SeqOKaKx89Liw5RDKqA,2.0,3
036SeqOKaKx89Liw5RDKqA,3.0,1
036SeqOKaKx89Liw5RDKqA,4.0,6
036SeqOKaKx89Liw5RDKqA,5.0,20
03eJ6dfI2P5T-ADdsNpHZg,1.0,1
03eJ6dfI2P5T-ADdsNpHZg,2.0,1
03eJ6dfI2P5T-ADdsNpHZg,3.0,1
03eJ6dfI2P5T-ADdsNpHZg,4.0,1
03eJ6dfI2P5T-ADdsNpHZg,5.0,11
042IHd5KjHiMuBtGtugO_g,1.0,45
042IHd5KjHiMuBtGtugO_g,2.0,55
042IHd5KjHiMuBtGtugO_g,3.0,75
042IHd5KjHiMuBtGtugO_g,4.0,156
042IHd5KjHiMuBtGtugO_g,5.0,281
04Iq42i8lm50Lvdj1j3DCQ,1.0,1
04Iq42i8lm50Lvdj1j3DCQ,2.0,1
04Iq42i8lm50Lvdj1j3DCQ,5.0,2
04L9uKk6OixQ7ForUfPQLw,1.0,1
04L9uKk6OixQ7ForUfPQLw,3.0,1
04L9uKk6OixQ7ForUfPQLw,4.0,1
04L9uKk6OixQ7ForUfPQLw,5.0,13
04YqYgoW2ZztLpxmhEJ43Q,1.0,3
04YqYgoW2ZztLpxmhEJ43Q,2.0,1
04YqYgoW2ZztLpxmhEJ43Q,5.0,2
04ZtW6rq8rPYD-kLhNY2_Q,1.0,21
04ZtW6rq8rPYD-kLhNY2_Q,2.0,18
04ZtW6rq8rPYD-kLhNY2_Q,3.0,9
04ZtW6rq8rPYD-kLhNY2_Q,4.0,18
04ZtW6rq8rPYD-kLhNY2_Q,5.0,42
04sZ_Tn_iMSZOi98m_2-fg,1.0,4
04sZ_Tn_iMSZOi98m_2-fg,2.0,4
04sZ_Tn_iMSZOi98m_2-fg,3.0,1
04sZ_Tn_iMSZOi98m_2-fg,4.0,15
04sZ_Tn_iMSZOi98m_2-fg,5.0,54
04u-szAykldu-caSDHQaKA,1.0,23
04u-szAykldu-caSDHQaKA,2.0,5
04u-szAykldu-caSDHQaKA,3.0,6
04u-szAykldu-caSDHQaKA,4.0,9
04u-szAykldu-caSDHQaKA,5.0,16
05BpxQYVbywxliQ9yA0CKw,1.0,93
05BpxQYVbywxliQ9yA0CKw,2.0,42
05BpxQYVbywxliQ9yA0CKw,3.0,20
05BpxQYVbywxliQ9yA0CKw,4.0,29
05BpxQYVbywxliQ9yA0CKw,5.0,37
05SEa-U2s2EBjfCEuI290Q,2.0,1
05SEa-U2s2EBjfCEuI290Q,3.0,1
05SEa-U2s2EBjfCEuI290Q,4.0,2
05SEa-U2s2EBjfCEuI290Q,5.0,2
05_7B831_L5ZZeefA-31oQ,1.0,3
05_XQDjulv-TCbqYRIkp3Q,1.0,2
05_XQDjulv-TCbqYRIkp3Q,2.0,2
05_XQDjulv-TCbqYRIkp3Q,3.0,2
05_XQDjulv-TCbqYRIkp3Q,4.0,4
06PiQOUehVOYtDcZRWrA5A,1.0,3
06PiQOUehVOYtDcZRWrA5A,3.0,4
06PiQOUehVOYtDcZRWrA5A,4.0,3
06PiQOUehVOYtDcZRWrA5A,5.0,4
06lCNuSrCnaU6eq0EV4PYg,1.0,16
06lCNuSrCnaU6eq0EV4PYg,2.0,28
06lCNuSrCnaU6eq0EV4PYg,3.0,29
06lCNuSrCnaU6eq0EV4PYg,4.0,75
06lCNuSrCnaU6eq0EV4PYg,5.0,105
079CV1EE5WLdQqVEVYFeHQ,1.0,7
079CV1EE5WLdQqVEVYFeHQ,2.0,11
079CV1EE5WLdQqVEVYFeHQ,3.0,13
079CV1EE5WLdQqVEVYFeHQ,4.0,53
079CV1EE5WLdQqVEVYFeHQ,5.0,81
07HZ70wpawSANXKK4CkqpQ,1.0,2
07HZ70wpawSANXKK4CkqpQ,2.0,2
07HZ70wpawSANXKK4CkqpQ,3.0,2
07HZ70wpawSANXKK4CkqpQ,4.0,2
07HZ70wpawSANXKK4CkqpQ,5.0,3
07WvOLZIitvfvnD6dR50Iw,1.0,5
07WvOLZIitvfvnD6dR50Iw,3.0,4
07WvOLZIitvfvnD6dR50Iw,4.0,5
07WvOLZIitvfvnD6dR50Iw,5.0,5
07ZateHZK5iqMxNs3g3r6Q,1.0,1
07ZateHZK5iqMxNs3g3r6Q,3.0,4
07ZateHZK5iqMxNs3g3r6Q,4.0,6
07ZateHZK5iqMxNs3g3r6Q,5.0,9
07cX3Rkj85kDQ1drMMczaw,1.0,21
07cX3Rkj85kDQ1drMMczaw,2.0,6
07cX3Rkj85kDQ1drMMczaw,3.0,5
07cX3Rkj85kDQ1drMMczaw,4.0,4
07cX3Rkj85kDQ1drMMczaw,5.0,8
07wrZtaTar8BjJVZlFdYDQ,4.0,1
07wrZtaTar8BjJVZlFdYDQ,5.0,2
0859wfd1BQHG46Zpwhc0ZQ,1.0,6
0859wfd1BQHG46Zpwhc0ZQ,2.0,4
0859wfd1BQHG46Zpwhc0ZQ,3.0,21
0859wfd1BQHG46Zpwhc0ZQ,4.0,71
0859wfd1BQHG46Zpwhc0ZQ,5.0,165
08AqwKb4NlV43qCYLuiVIQ,5.0,3
08N3bQ7Wtx7j5pdnzOG8dA,1.0,16
08N3bQ7Wtx7j5pdnzOG8dA,2.0,23
08N3bQ7Wtx7j5pdnzOG8dA,3.0,32
08N3bQ7Wtx7j5pdnzOG8dA,4.0,42
08N3bQ7Wtx7j5pdnzOG8dA,5.0,58
08_PxnpSJO4Rxt05EYaAxg,1.0,1
08_PxnpSJO4Rxt05EYaAxg,4.0,17
08_PxnpSJO4Rxt05EYaAxg,5.0,32
09LYxY5D4GcKc0Tvs4K_gw,1.0,3
09LYxY5D4GcKc0Tvs4K_gw,2.0,4
09LYxY5D4GcKc0Tvs4K_gw,3.0,10
09LYxY5D4GcKc0Tvs4K_gw,4.0,15
09LYxY5D4GcKc0Tvs4K_gw,5.0,47
09psTuUYhUMA2ZRzQlm30Q,1.0,23
09psTuUYhUMA2ZRzQlm30Q,2.0,25
09psTuUYhUMA2ZRzQlm30Q,3.0,20
09psTuUYhUMA2ZRzQlm30Q,4.0,37
09psTuUYhUMA2ZRzQlm30Q,5.0,29
0AUdqRDyqxOB8TZ8HFettg,1.0,4
0AUdqRDyqxOB8TZ8HFettg,4.0,4
0AUdqRDyqxOB8TZ8HFettg,5.0,1
0B_aEPeZjrXs6T7vS3arrA,1.0,5
0B_aEPeZjrXs6T7vS3arrA,2.0,6
0B_aEPeZjrXs6T7vS3arrA,3.0,3
0B_aEPeZjrXs6T7vS3arrA,4.0,17
0B_aEPeZjrXs6T7vS3arrA,5.0,17
0BaMoKDVNv-MP84BQ9EK9A,1.0,8
0BaMoKDVNv-MP84BQ9EK9A,2.0,1
0BbRoMwVTZgYV1oqgtsHOw,1.0,33
0BbRoMwVTZgYV1oqgtsHOw,2.0,10
0BbRoMwVTZgYV1oqgtsHOw,3.0,11
0BbRoMwVTZgYV1oqgtsHOw,4.0,15
0BbRoMwVTZgYV1oqgtsHOw,5.0,16
0BlfvOIiqur_kp3ba3dpFw,3.0,1
0BlfvOIiqur_kp3ba3dpFw,5.0,2
0Buxoc0cRqjpvkezo3bqog,1.0,19
0Buxoc0cRqjpvkezo3bqog,2.0,26
0Buxoc0cRqjpvkezo3bqog,3.0,44
0Buxoc0cRqjpvkezo3bqog,4.0,112
0Buxoc0cRqjpvkezo3bqog,5.0,266
0C1ME-oi2GtsHr8xsV9fsA,1.0,27
0C1ME-oi2GtsHr8xsV9fsA,2.0,22
0C1ME-oi2GtsHr8xsV9fsA,3.0,31
0C1ME-oi2GtsHr8xsV9fsA,4.0,65
0C1ME-oi2GtsHr8xsV9fsA,5.0,135
0CAzhX1w9qGD8iz4F8XZjQ,1.0,19
0CAzhX1w9qGD8iz4F8XZjQ,2.0,23
0CAzhX1w9qGD8iz4F8XZjQ,3.0,46
0CAzhX1w9qGD8iz4F8XZjQ,4.0,45
0CAzhX1w9qGD8iz4F8XZjQ,5.0,20
0CElIQnJdQYF2bmsAiWczg,1.0,21
0CElIQnJdQYF2bmsAiWczg,2.0,37
0CElIQnJdQYF2bmsAiWczg,3.0,35
0CElIQnJdQYF2bmsAiWczg,4.0,77
0CElIQnJdQYF2bmsAiWczg,5.0,161
0CZ4opKkec9yAS8qmXoWdA,1.0,16
0CZ4opKkec9yAS8qmXoWdA,2.0,14
0CZ4opKkec9yAS8qmXoWdA,3.0,8
0CZ4opKkec9yAS8qmXoWdA,4.0,13
0CZ4opKkec9yAS8qmXoWdA,5.0,28
0DCRyiF8BoyXZOoStIdtAw,2.0,2
0DCRyiF8BoyXZOoStIdtAw,3.0,1
0DCRyiF8BoyXZOoStIdtAw,4.0,8
0DCRyiF8BoyXZOoStIdtAw,5.0,8
0Dqt6Ad-7VjWq8pxE0TRMw,1.0,2
0Dqt6Ad-7VjWq8pxE0TRMw,3.0,4
0Dqt6Ad-7VjWq8pxE0TRMw,4.0,4
0Dqt6Ad-7VjWq8pxE0TRMw,5.0,5
0Ekvh_EVMIKhKKEOLNodNA,5.0,4
0Exi1eTmdeHFTgYjLX7AtQ,1.0,5
0Exi1eTmdeHFTgYjLX7AtQ,2.0,7
0Exi1eTmdeHFTgYjLX7AtQ,3.0,1
0Exi1eTmdeHFTgYjLX7AtQ,4.0,6
0Exi1eTmdeHFTgYjLX7AtQ,5.0,4
0F9M9mz50sdRq7ynRl3eVw,1.0,1
0F9M9mz50sdRq7ynRl3eVw,4.0,1
0F9M9mz50sdRq7ynRl3eVw,5.0,1
0FBnMCA0-V-FJkAbwU1wqg,1.0,5
0FBnMCA0-V-FJkAbwU1wqg,4.0,2
0FBnMCA0-V-FJkAbwU1wqg,5.0,6
0FOON_PNvG0ZxIZh6Jcv2A,1.0,6
0FOON_PNvG0ZxIZh6Jcv2A,2.0,2
0FOON_PNvG0ZxIZh6Jcv2A,3.0,3
0FOON_PNvG0ZxIZh6Jcv2A,4.0,2
0FOON_PNvG0ZxIZh6Jcv2A,5.0,2
0FUtlsQrJI7LhqDPxLumEw,1.0,70
0FUtlsQrJI7LhqDPxLumEw,2.0,132
0FUtlsQrJI7LhqDPxLumEw,3.0,233
0FUtlsQrJI7LhqDPxLumEw,4.0,580
0FUtlsQrJI7LhqDPxLumEw,5.0,1082
0FtjGjAJGuUVp-gohD3jlw,1.0,9
0FtjGjAJGuUVp-gohD3jlw,2.0,2
0FtjGjAJGuUVp-gohD3jlw,3.0,2
0FtjGjAJGuUVp-gohD3jlw,4.0,5
0FtjGjAJGuUVp-gohD3jlw,5.0,2
0GbfFf9nIvdZwffmHOZ_TA,1.0,7
0GbfFf9nIvdZwffmHOZ_TA,2.0,1
0GbfFf9nIvdZwffmHOZ_TA,3.0,2
0GbfFf9nIvdZwffmHOZ_TA,5.0,3
0H9bomdciJmcqfojkxLnsA,1.0,28
0H9bomdciJmcqfojkxLnsA,2.0,21
0H9bomdciJmcqfojkxLnsA,3.0,36
0H9bomdciJmcqfojkxLnsA,4.0,35
0H9bomdciJmcqfojkxLnsA,5.0,62
0HRNeFrQt31b-lD9kVdHog,1.0,7
0HRNeFrQt31b-lD9kVdHog,2.0,4
0HRNeFrQt31b-lD9kVdHog,3.0,6
0HRNeFrQt31b-lD9kVdHog,4.0,10
0HRNeFrQt31b-lD9kVdHog,5.0,12
0HSY1jGtyFuETZwaJN6rQQ,1.0,17
0HSY1jGtyFuETZwaJN6rQQ,2.0,8
0HSY1jGtyFuETZwaJN6rQQ,3.0,9
0HSY1jGtyFuETZwaJN6rQQ,4.0,15
0HSY1jGtyFuETZwaJN6rQQ,5.0,31
0HgLKI1T9WT3hJXskDtUrQ,1.0,3
0HgLKI1T9WT3hJXskDtUrQ,2.0,16
0HgLKI1T9WT3hJXskDtUrQ,3.0,22
0HgLKI1T9WT3hJXskDtUrQ,4.0,55
0HgLKI1T9WT3hJXskDtUrQ,5.0,112
0HwrX6P6lh92F0f-A_QzjA,1.0,1
0HwrX6P6lh92F0f-A_QzjA,2.0,3
0HwrX6P6lh92F0f-A_QzjA,3.0,7
0HwrX6P6lh92F0f-A_QzjA,4.0,14
0HwrX6P6lh92F0f-A_QzjA,5.0,1
0I0hxOcOLjKGIBUTG-G-dQ,1.0,14
0I0hxOcOLjKGIBUTG-G-dQ,2.0,11
0I0hxOcOLjKGIBUTG-G-dQ,3.0,9
0I0hxOcOLjKGIBUTG-G-dQ,4.0,6
0I0hxOcOLjKGIBUTG-G-dQ,5.0,11
0J-QM0fIxBNNiSK_n19y9g,1.0,12
0J-QM0fIxBNNiSK_n19y9g,2.0,9
0J-QM0fIxBNNiSK_n19y9g,3.0,10
0J-QM0fIxBNNiSK_n19y9g,4.0,11
0J-QM0fIxBNNiSK_n19y9g,5.0,12
0KpoeCt1E-SQsUBwtjLAEw,1.0,8
0KpoeCt1E-SQsUBwtjLAEw,2.0,1
0KpoeCt1E-SQsUBwtjLAEw,3.0,3
0KpoeCt1E-SQsUBwtjLAEw,4.0,9
0KpoeCt1E-SQsUBwtjLAEw,5.0,3
0LKcSabd5Gd5oz-qrHTzZg,1.0,1
0LKcSabd5Gd5oz-qrHTzZg,3.0,1
0LKcSabd5Gd5oz-qrHTzZg,4.0,3
0LhYg3iOF9IU2Ut8IL84TQ,1.0,25
0LhYg3iOF9IU2Ut8IL84TQ,2.0,36
