business_id,year,stars,review_count
-2isRNVb6PDuBagELL5EBw,2008,1.0,1
-2isRNVb6PDuBagELL5EBw,2009,3.0,1
-2isRNVb6PDuBagELL5EBw,2011,2.5,2
-2isRNVb6PDuBagELL5EBw,2012,5.0,1
-2isRNVb6PDuBagELL5EBw,2014,2.5,2
-2isRNVb6PDuBagELL5EBw,2015,3.75,4
-2isRNVb6PDuBagELL5EBw,2016,2.75,4
-2isRNVb6PDuBagELL5EBw,2017,3.6666666666666665,6
-2isRNVb6PDuBagELL5EBw,2018,1.3333333333333333,3
-34vSRcMz_RjN00dWIiQ3Q,2010,1.0,1
-34vSRcMz_RjN00dWIiQ3Q,2012,1.0,2
-34vSRcMz_RjN00dWIiQ3Q,2013,1.0,2
-34vSRcMz_RjN00dWIiQ3Q,2014,1.0,3
-34vSRcMz_RjN00dWIiQ3Q,2015,3.6666666666666665,3
-34vSRcMz_RjN00dWIiQ3Q,2016,2.0,1
-34vSRcMz_RjN00dWIiQ3Q,2017,5.0,3
-34vSRcMz_RjN00dWIiQ3Q,2018,3.0,2
-3oxnPPPU3YoxO9M1I2idg,2015,4.317073170731708,41
-3oxnPPPU3YoxO9M1I2idg,2016,4.277777777777778,72
-3oxnPPPU3YoxO9M1I2idg,2017,4.0588235294117645,17
-3oxnPPPU3YoxO9M1I2idg,2018,4.0,1
-3vXcKzJA_kVZDM8Yn3w_Q,2017,4.0,1
-3vXcKzJA_kVZDM8Yn3w_Q,2018,4.0,3
-45kMvS7h38CGaWugPY0rg,2018,3.9450549450549453,91
-4TMQnQJW1yd6NqGRDvAeA,2012,3.810810810810811,37
-4TMQnQJW1yd6NqGRDvAeA,2013,4.344827586206897,87
-4TMQnQJW1yd6NqGRDvAeA,2014,4.034090909090909,88
-4TMQnQJW1yd6NqGRDvAeA,2015,3.942857142857143,70
-4TMQnQJW1yd6NqGRDvAeA,2016,4.204081632653061,49
-4TMQnQJW1yd6NqGRDvAeA,2017,4.171428571428572,35
-4TMQnQJW1yd6NqGRDvAeA,2018,3.757575757575758,33
-4g68Hwm892_KPUuW5g1_Q,2011,3.0,9
-4g68Hwm892_KPUuW5g1_Q,2012,3.25,4
-4g68Hwm892_KPUuW5g1_Q,2013,2.6666666666666665,3
-4g68Hwm892_KPUuW5g1_Q,2014,2.5,6
-4g68Hwm892_KPUuW5g1_Q,2015,2.625,8
-4g68Hwm892_KPUuW5g1_Q,2016,2.125,8
-4g68Hwm892_KPUuW5g1_Q,2017,3.3333333333333335,3
-4g68Hwm892_KPUuW5g1_Q,2018,3.0,2
-4w2eZqQJcS-UNuB1lCPFA,2015,3.5,2
-4w2eZqQJcS-UNuB1lCPFA,2017,3.0,2
-4w2eZqQJcS-UNuB1lCPFA,2018,1.0,1
-5brzniWtye3w__aEvCaAA,2014,1.0,2
-5brzniWtye3w__aEvCaAA,2015,4.4,5
-6h3K1hj0d4DRcZNUtHDuw,2009,3.0952380952380953,21
-6h3K1hj0d4DRcZNUtHDuw,2010,3.6129032258064515,31
-6h3K1hj0d4DRcZNUtHDuw,2011,3.5,56
-6h3K1hj0d4DRcZNUtHDuw,2012,3.619047619047619,63
-6h3K1hj0d4DRcZNUtHDuw,2013,3.6,35
-6h3K1hj0d4DRcZNUtHDuw,2014,3.9347826086956523,46
-6h3K1hj0d4DRcZNUtHDuw,2015,3.9215686274509802,51
-6h3K1hj0d4DRcZNUtHDuw,2016,3.711340206185567,97
-6h3K1hj0d4DRcZNUtHDuw,2017,3.611764705882353,85
-6h3K1hj0d4DRcZNUtHDuw,2018,3.6865671641791047,67
-6tvduBzjLI1ISfs3F_qTg,2013,3.9785714285714286,140
-6tvduBzjLI1ISfs3F_qTg,2014,3.771784232365145,241
-6tvduBzjLI1ISfs3F_qTg,2015,3.9456066945606696,239
-6tvduBzjLI1ISfs3F_qTg,2016,4.038461538461538,208
-6tvduBzjLI1ISfs3F_qTg,2017,3.6823529411764704,170
-6tvduBzjLI1ISfs3F_qTg,2018,3.8469387755102042,196
-79cl_yASWXiv7RmzirNxA,2016,1.7142857142857142,7
-79cl_yASWXiv7RmzirNxA,2017,4.0,10
-79cl_yASWXiv7RmzirNxA,2018,3.375,8
-7HB0UjguXW8csOH9svG4Q,2010,4.0,1
-7HB0UjguXW8csOH9svG4Q,2011,3.0,1
-7HB0UjguXW8csOH9svG4Q,2012,3.0,1
-7HB0UjguXW8csOH9svG4Q,2013,3.0,2
-7HB0UjguXW8csOH9svG4Q,2014,3.3333333333333335,3
-7HB0UjguXW8csOH9svG4Q,2015,2.0,4
-7HB0UjguXW8csOH9svG4Q,2016,1.1333333333333333,15
-7HB0UjguXW8csOH9svG4Q,2017,1.2222222222222223,9
-7HB0UjguXW8csOH9svG4Q,2018,2.0,13
-7d3UqQYYcBxbDH2do86sg,2016,3.3333333333333335,30
-7d3UqQYYcBxbDH2do86sg,2017,3.423076923076923,26
-7d3UqQYYcBxbDH2do86sg,2018,3.176470588235294,17
-8JaNeG3etLgOVyg2gOIiA,2008,3.5,2
-8JaNeG3etLgOVyg2gOIiA,2009,3.75,4
-8JaNeG3etLgOVyg2gOIiA,2010,3.7777777777777777,9
-8JaNeG3etLgOVyg2gOIiA,2011,4.153846153846154,13
-8JaNeG3etLgOVyg2gOIiA,2012,3.466666666666667,15
-8JaNeG3etLgOVyg2gOIiA,2013,3.8181818181818183,11
-8JaNeG3etLgOVyg2gOIiA,2014,3.888888888888889,9
-8QlV3b_9H4BAh6LgMIr1g,2014,4.479591836734694,98
-8QlV3b_9H4BAh6LgMIr1g,2015,4.1234567901234565,162
-8QlV3b_9H4BAh6LgMIr1g,2016,4.048076923076923,104
-8QlV3b_9H4BAh6LgMIr1g,2017,4.2272727272727275,88
-8QlV3b_9H4BAh6LgMIr1g,2018,4.0,41
-9eNGMp8XiygI8t8QFuFWw,2007,4.0,3
-9eNGMp8XiygI8t8QFuFWw,2008,4.0,6
-9eNGMp8XiygI8t8QFuFWw,2009,3.5,16
-9eNGMp8XiygI8t8QFuFWw,2010,3.4,10
-9eNGMp8XiygI8t8QFuFWw,2011,3.65,20
-9eNGMp8XiygI8t8QFuFWw,2012,3.375,24
-9eNGMp8XiygI8t8QFuFWw,2013,3.3225806451612905,31
-9eNGMp8XiygI8t8QFuFWw,2014,4.074074074074074,27
-9eNGMp8XiygI8t8QFuFWw,2015,3.2941176470588234,34
-9eNGMp8XiygI8t8QFuFWw,2016,4.315068493150685,73
-9eNGMp8XiygI8t8QFuFWw,2017,3.6041666666666665,48
-9eNGMp8XiygI8t8QFuFWw,2018,4.129032258064516,31
-9nai28tnoylwViuJVrYEQ,2010,3.675675675675676,37
-9nai28tnoylwViuJVrYEQ,2011,3.7804878048780486,41
-9nai28tnoylwViuJVrYEQ,2012,3.75,44
-9nai28tnoylwViuJVrYEQ,2013,3.4634146341463414,41
-9nai28tnoylwViuJVrYEQ,2014,3.2816901408450705,71
-9nai28tnoylwViuJVrYEQ,2015,3.8131868131868134,91
-9nai28tnoylwViuJVrYEQ,2016,3.3015873015873014,63
-9nai28tnoylwViuJVrYEQ,2017,3.3333333333333335,45
-9nai28tnoylwViuJVrYEQ,2018,3.6338028169014085,71
-9xZZLLxuQabvBDODqpM-g,2016,5.0,3
-9xZZLLxuQabvBDODqpM-g,2017,4.666666666666667,12
-9xZZLLxuQabvBDODqpM-g,2018,4.5,4
-Bdw-5H5C4AYSMGnAvmnzw,2008,5.0,2
-Bdw-5H5C4AYSMGnAvmnzw,2009,4.181818181818182,55
-Bdw-5H5C4AYSMGnAvmnzw,2010,4.514285714285714,35
-Bdw-5H5C4AYSMGnAvmnzw,2011,4.341772151898734,79
-Bdw-5H5C4AYSMGnAvmnzw,2012,4.087719298245614,57
-Bdw-5H5C4AYSMGnAvmnzw,2013,4.346153846153846,52
-Bdw-5H5C4AYSMGnAvmnzw,2014,4.271428571428571,70
-Bdw-5H5C4AYSMGnAvmnzw,2015,4.0701754385964914,57
-Bdw-5H5C4AYSMGnAvmnzw,2016,4.656716417910448,67
-Bdw-5H5C4AYSMGnAvmnzw,2017,4.535714285714286,84
-Bdw-5H5C4AYSMGnAvmnzw,2018,4.6,80
-BxWyEIQ6wypT-37MzZizQ,2006,1.0,1
-BxWyEIQ6wypT-37MzZizQ,2007,2.909090909090909,11
-BxWyEIQ6wypT-37MzZizQ,2008,3.607142857142857,28
-BxWyEIQ6wypT-37MzZizQ,2009,3.760869565217391,46
-BxWyEIQ6wypT-37MzZizQ,2010,3.4,30
-BxWyEIQ6wypT-37MzZizQ,2011,3.742857142857143,35
-BxWyEIQ6wypT-37MzZizQ,2012,3.8684210526315788,38
-BxWyEIQ6wypT-37MzZizQ,2013,3.9523809523809526,42
-BxWyEIQ6wypT-37MzZizQ,2014,4.061224489795919,49
-BxWyEIQ6wypT-37MzZizQ,2015,3.925,40
-BxWyEIQ6wypT-37MzZizQ,2016,3.888888888888889,27
-BxWyEIQ6wypT-37MzZizQ,2017,4.483870967741935,31
-BxWyEIQ6wypT-37MzZizQ,2018,3.52,25
-GpTZfp2qxyV-20Vu9_mBg,2014,4.25,20
-GpTZfp2qxyV-20Vu9_mBg,2015,3.74468085106383,47
-GpTZfp2qxyV-20Vu9_mBg,2016,3.5,16
-Wxje8_M3S-0wIwdub9Kug,2013,3.0,1
-Wxje8_M3S-0wIwdub9Kug,2014,2.5,2
-Wxje8_M3S-0wIwdub9Kug,2015,1.3636363636363635,11
-Wxje8_M3S-0wIwdub9Kug,2016,1.8,5
-Wxje8_M3S-0wIwdub9Kug,2017,2.0,5
-Wxje8_M3S-0wIwdub9Kug,2018,1.5833333333333333,12
-cBQKodqi77Q0vk-9iDvQA,2007,2.5,4
-cBQKodqi77Q0vk-9iDvQA,2008,2.0,7
-cBQKodqi77Q0vk-9iDvQA,2009,2.125,8
-cBQKodqi77Q0vk-9iDvQA,2010,3.5714285714285716,7
-cBQKodqi77Q0vk-9iDvQA,2011,3.25,12
-cBQKodqi77Q0vk-9iDvQA,2012,2.736842105263158,19
-cBQKodqi77Q0vk-9iDvQA,2013,3.45,20
-cBQKodqi77Q0vk-9iDvQA,2014,3.3636363636363638,22
-cBQKodqi77Q0vk-9iDvQA,2015,3.68,25
-cBQKodqi77Q0vk-9iDvQA,2016,4.0,35
-cBQKodqi77Q0vk-9iDvQA,2017,3.8823529411764706,34
-cBQKodqi77Q0vk-9iDvQA,2018,3.875,40
-hMdEBaeky47g4D8-0Xl3Q,2008,4.0,1
-hMdEBaeky47g4D8-0Xl3Q,2009,4.5,2
-hMdEBaeky47g4D8-0Xl3Q,2010,4.333333333333333,3
-hMdEBaeky47g4D8-0Xl3Q,2011,3.4545454545454546,11
-hMdEBaeky47g4D8-0Xl3Q,2012,2.75,4
-hMdEBaeky47g4D8-0Xl3Q,2013,3.6153846153846154,13
-hMdEBaeky47g4D8-0Xl3Q,2014,3.4166666666666665,12
-hMdEBaeky47g4D8-0Xl3Q,2015,2.0,11
-hMdEBaeky47g4D8-0Xl3Q,2016,3.7142857142857144,14
-hMdEBaeky47g4D8-0Xl3Q,2017,2.111111111111111,18
-hMdEBaeky47g4D8-0Xl3Q,2018,3.6,15
-o0xWAEO-C2oqlyt9TO8qg,2006,4.5,2
-o0xWAEO-C2oqlyt9TO8qg,2007,3.75,4
-o0xWAEO-C2oqlyt9TO8qg,2008,4.0,6
-o0xWAEO-C2oqlyt9TO8qg,2009,3.8666666666666667,15
-o0xWAEO-C2oqlyt9TO8qg,2010,3.4,10
-o0xWAEO-C2oqlyt9TO8qg,2011,3.625,8
-r-PA7uWXbpRPeuIZzO3bw,2011,3.0,1
-r-PA7uWXbpRPeuIZzO3bw,2012,2.5,2
-r-PA7uWXbpRPeuIZzO3bw,2014,1.0,1
-r-PA7uWXbpRPeuIZzO3bw,2015,4.125,8
-r-PA7uWXbpRPeuIZzO3bw,2016,2.625,8
-r-PA7uWXbpRPeuIZzO3bw,2017,2.25,4
-r-PA7uWXbpRPeuIZzO3bw,2018,3.0,7
-raUM9T-1dKPiB5_vRmFYA,2007,4.6,5
-raUM9T-1dKPiB5_vRmFYA,2008,3.6666666666666665,9
-raUM9T-1dKPiB5_vRmFYA,2009,3.142857142857143,7
-raUM9T-1dKPiB5_vRmFYA,2010,4.055555555555555,18
-raUM9T-1dKPiB5_vRmFYA,2011,3.7333333333333334,15
-raUM9T-1dKPiB5_vRmFYA,2012,2.923076923076923,13
-raUM9T-1dKPiB5_vRmFYA,2013,3.7777777777777777,18
-raUM9T-1dKPiB5_vRmFYA,2014,3.5416666666666665,24
-raUM9T-1dKPiB5_vRmFYA,2015,3.5555555555555554,36
-raUM9T-1dKPiB5_vRmFYA,2016,3.5217391304347827,23
-raUM9T-1dKPiB5_vRmFYA,2017,3.727272727272727,22
-raUM9T-1dKPiB5_vRmFYA,2018,3.4166666666666665,24
0-CXwwVL-u0tc0FOuSExWQ,2012,4.2,5
0-CXwwVL-u0tc0FOuSExWQ,2013,3.1875,16
0-CXwwVL-u0tc0FOuSExWQ,2014,4.5,14
0-CXwwVL-u0tc0FOuSExWQ,2015,3.7,20
0-CXwwVL-u0tc0FOuSExWQ,2016,4.204545454545454,44
0-CXwwVL-u0tc0FOuSExWQ,2017,4.083333333333333,24
0-TtzWmjREl7lIKDcmGONQ,2017,2.3333333333333335,9
0-jOHUgup-CwkLULBCm2RQ,2018,2.1666666666666665,12
0-u2co3RvfOogEnx6EJe9w,2018,4.709677419354839,62
007FFjmDHkT9cLE6O4Cqxg,2013,4.0,2
007FFjmDHkT9cLE6O4Cqxg,2014,3.5,6
007FFjmDHkT9cLE6O4Cqxg,2015,3.0,2
007FFjmDHkT9cLE6O4Cqxg,2016,2.5,4
007FFjmDHkT9cLE6O4Cqxg,2017,1.0,1
007FFjmDHkT9cLE6O4Cqxg,2018,2.0,8
00sR6me0b3BvxIUcDKLWOw,2017,3.8333333333333335,6
00so-3NuawQ98XKLPMVFLg,2010,2.3333333333333335,3
00so-3NuawQ98XKLPMVFLg,2013,3.0,1
00so-3NuawQ98XKLPMVFLg,2015,1.0,1
01Gav7vnilRwSVm3WwkAtA,2007,4.0,4
01Gav7vnilRwSVm3WwkAtA,2008,3.3333333333333335,3
01cFftHZc98jNJfJrLEJ5g,2014,2.6666666666666665,3
01cFftHZc98jNJfJrLEJ5g,2015,4.0344827586206895,87
01cFftHZc98jNJfJrLEJ5g,2016,4.769230769230769,65
01xTdrNUuTOAyH7NaRWcUA,2016,3.151315789473684,152
01xTdrNUuTOAyH7NaRWcUA,2017,3.5652173913043477,92
01xTdrNUuTOAyH7NaRWcUA,2018,3.5164835164835164,91
01xXe2m_z048W5gcBFpoJA,2011,3.5,12
01xXe2m_z048W5gcBFpoJA,2012,3.066666666666667,15
01xXe2m_z048W5gcBFpoJA,2013,4.0,11
01xXe2m_z048W5gcBFpoJA,2014,3.7142857142857144,7
01xXe2m_z048W5gcBFpoJA,2015,4.0,6
01xXe2m_z048W5gcBFpoJA,2016,2.8333333333333335,6
01xXe2m_z048W5gcBFpoJA,2017,3.3076923076923075,13
01xXe2m_z048W5gcBFpoJA,2018,2.875,8
024QUHVU7nlyW5y2BeeGLg,2006,5.0,4
024QUHVU7nlyW5y2BeeGLg,2007,3.3636363636363638,11
024QUHVU7nlyW5y2BeeGLg,2008,3.8181818181818183,11
024QUHVU7nlyW5y2BeeGLg,2009,3.357142857142857,14
024QUHVU7nlyW5y2BeeGLg,2010,3.45,20
024QUHVU7nlyW5y2BeeGLg,2011,3.9642857142857144,28
024QUHVU7nlyW5y2BeeGLg,2012,4.1,20
024QUHVU7nlyW5y2BeeGLg,2013,3.611111111111111,18
024QUHVU7nlyW5y2BeeGLg,2014,3.6470588235294117,17
024QUHVU7nlyW5y2BeeGLg,2015,4.0,20
024QUHVU7nlyW5y2BeeGLg,2016,5.0,1
024QUHVU7nlyW5y2BeeGLg,2017,3.4285714285714284,63
024QUHVU7nlyW5y2BeeGLg,2018,3.3333333333333335,48
027RqMRWhGy5NUsxEl5rfQ,2014,1.0,1
027RqMRWhGy5NUsxEl5rfQ,2015,2.5,2
027RqMRWhGy5NUsxEl5rfQ,2016,3.0,3
027RqMRWhGy5NUsxEl5rfQ,2017,2.5,2
027RqMRWhGy5NUsxEl5rfQ,2018,3.0,3
02EYqwh47uVxOaOKrnx8SQ,2007,3.2,5
02EYqwh47uVxOaOKrnx8SQ,2008,3.6,10
02EYqwh47uVxOaOKrnx8SQ,2009,3.5789473684210527,19
02EYqwh47uVxOaOKrnx8SQ,2010,3.736842105263158,19
02EYqwh47uVxOaOKrnx8SQ,2011,3.7058823529411766,17
02EYqwh47uVxOaOKrnx8SQ,2012,3.9130434782608696,23
02EYqwh47uVxOaOKrnx8SQ,2013,3.6666666666666665,21
02EYqwh47uVxOaOKrnx8SQ,2014,3.966666666666667,30
02EYqwh47uVxOaOKrnx8SQ,2015,3.272727272727273,44
02EYqwh47uVxOaOKrnx8SQ,2016,3.58974358974359,39
02EYqwh47uVxOaOKrnx8SQ,2017,3.717391304347826,46
02EYqwh47uVxOaOKrnx8SQ,2018,3.375,32
02GctEso08hyhQpkqOftsw,2012,4.181818181818182,11
02GctEso08hyhQpkqOftsw,2013,3.25,8
02GctEso08hyhQpkqOftsw,2014,3.8181818181818183,22
02GctEso08hyhQpkqOftsw,2015,3.857142857142857,7
02GctEso08hyhQpkqOftsw,2016,1.0,1
02d6s2cnDKLllR4f3ykPug,2010,4.5,2
02d6s2cnDKLllR4f3ykPug,2011,4.0,2
02d6s2cnDKLllR4f3ykPug,2012,3.2857142857142856,7
02d6s2cnDKLllR4f3ykPug,2013,1.0,1
02d6s2cnDKLllR4f3ykPug,2014,2.5555555555555554,9
02d6s2cnDKLllR4f3ykPug,2015,2.9166666666666665,12
02d6s2cnDKLllR4f3ykPug,2016,3.3,10
02d6s2cnDKLllR4f3ykPug,2017,3.5625,16
02d6s2cnDKLllR4f3ykPug,2018,3.0,10
02eESJZNF3qigrJ3GNRgIQ,2012,4.5,2
02eESJZNF3qigrJ3GNRgIQ,2013,5.0,1
02eESJZNF3qigrJ3GNRgIQ,2015,4.666666666666667,6
02eESJZNF3qigrJ3GNRgIQ,2016,5.0,4
02eESJZNF3qigrJ3GNRgIQ,2017,4.333333333333333,6
02eESJZNF3qigrJ3GNRgIQ,2018,5.0,1
02hhtAO83rZBU1hflleElA,2018,4.846153846153846,104
02ooNKJDjsE50KfmL0Rqdw,2009,4.0,1
02ooNKJDjsE50KfmL0Rqdw,2010,1.0,1
02ooNKJDjsE50KfmL0Rqdw,2011,3.0,1
02ooNKJDjsE50KfmL0Rqdw,2012,1.0,1
02ooNKJDjsE50KfmL0Rqdw,2013,4.0,1
02ooNKJDjsE50KfmL0Rqdw,2014,1.3333333333333333,6
02ooNKJDjsE50KfmL0Rqdw,2015,4.333333333333333,3
02ooNKJDjsE50KfmL0Rqdw,2016,1.0,3
02ooNKJDjsE50KfmL0Rqdw,2017,2.3333333333333335,3
02zH3RnRvBWfMoBUqtzfsg,2009,3.5,2
02zH3RnRvBWfMoBUqtzfsg,2010,3.25,4
02zH3RnRvBWfMoBUqtzfsg,2011,2.5,2
036SeqOKaKx89Liw5RDKqA,2017,4.111111111111111,18
036SeqOKaKx89Liw5RDKqA,2018,3.9375,16
03eJ6dfI2P5T-ADdsNpHZg,2013,4.5,6
03eJ6dfI2P5T-ADdsNpHZg,2014,4.0,3
03eJ6dfI2P5T-ADdsNpHZg,2015,4.333333333333333,6
042IHd5KjHiMuBtGtugO_g,2015,3.791208791208791,182
042IHd5KjHiMuBtGtugO_g,2016,3.9225352112676055,142
042IHd5KjHiMuBtGtugO_g,2017,3.9869281045751634,153
042IHd5KjHiMuBtGtugO_g,2018,4.088888888888889,135
04Iq42i8lm50Lvdj1j3DCQ,2013,4.0,3
04Iq42i8lm50Lvdj1j3DCQ,2014,1.0,1
04L9uKk6OixQ7ForUfPQLw,2018,4.5625,16
04YqYgoW2ZztLpxmhEJ43Q,2014,5.0,2
04YqYgoW2ZztLpxmhEJ43Q,2016,1.0,1
04YqYgoW2ZztLpxmhEJ43Q,2017,1.5,2
04YqYgoW2ZztLpxmhEJ43Q,2018,1.0,1
04ZtW6rq8rPYD-kLhNY2_Q,2018,3.388888888888889,108
04sZ_Tn_iMSZOi98m_2-fg,2016,3.88,25
04sZ_Tn_iMSZOi98m_2-fg,2017,4.545454545454546,33
04sZ_Tn_iMSZOi98m_2-fg,2018,4.9,20
04u-szAykldu-caSDHQaKA,2011,3.0,3
04u-szAykldu-caSDHQaKA,2012,4.0,1
04u-szAykldu-caSDHQaKA,2013,2.6666666666666665,3
04u-szAykldu-caSDHQaKA,2014,3.142857142857143,7
04u-szAykldu-caSDHQaKA,2015,3.4444444444444446,9
04u-szAykldu-caSDHQaKA,2016,3.0,13
04u-szAykldu-caSDHQaKA,2017,2.25,12
04u-szAykldu-caSDHQaKA,2018,2.4545454545454546,11
05BpxQYVbywxliQ9yA0CKw,2013,2.68,50
05BpxQYVbywxliQ9yA0CKw,2014,2.0,27
05BpxQYVbywxliQ9yA0CKw,2015,2.1025641025641026,39
05BpxQYVbywxliQ9yA0CKw,2016,2.4482758620689653,29
05BpxQYVbywxliQ9yA0CKw,2017,2.6857142857142855,35
05BpxQYVbywxliQ9yA0CKw,2018,2.5121951219512195,41
05SEa-U2s2EBjfCEuI290Q,2009,5.0,1
05SEa-U2s2EBjfCEuI290Q,2010,4.0,1
05SEa-U2s2EBjfCEuI290Q,2011,2.5,2
05SEa-U2s2EBjfCEuI290Q,2012,5.0,1
05SEa-U2s2EBjfCEuI290Q,2013,4.0,1
05_7B831_L5ZZeefA-31oQ,2014,1.0,1
05_7B831_L5ZZeefA-31oQ,2017,1.0,2
05_XQDjulv-TCbqYRIkp3Q,2009,4.0,3
05_XQDjulv-TCbqYRIkp3Q,2011,2.0,3
05_XQDjulv-TCbqYRIkp3Q,2012,2.5,4
06PiQOUehVOYtDcZRWrA5A,2008,3.0,1
06PiQOUehVOYtDcZRWrA5A,2010,3.0,1
06PiQOUehVOYtDcZRWrA5A,2015,5.0,2
06PiQOUehVOYtDcZRWrA5A,2016,5.0,2
06PiQOUehVOYtDcZRWrA5A,2017,2.5,2
06PiQOUehVOYtDcZRWrA5A,2018,2.6666666666666665,6
06lCNuSrCnaU6eq0EV4PYg,2011,3.9523809523809526,63
06lCNuSrCnaU6eq0EV4PYg,2012,3.58974358974359,39
06lCNuSrCnaU6eq0EV4PYg,2013,3.7,30
